number,city,lat,lng,country,countryCode
1659,Balvi,57.1287,27.27,Latvia,LV
1660,SalacgrÄ«va,57.7531,24.359,Latvia,LV
1661,Rietavas,55.7271,21.9234,Lithuania,LT
1662,IlÅ«kste,55.9779,26.2978,Latvia,LV
1663,Sala,56.5047,25.7618,Latvia,LV
1664,BrocÄ“ni,56.6789,22.5694,Latvia,LV
1665,VarakÄ¼Äni,56.6091,26.7547,Latvia,LV
1666,Å½agubica,44.1979,21.7902,Serbia,RS
1667,KocÄ“ni,57.5198,25.3404,Latvia,LV
1668,TrgoviÅ¡te,42.3514,22.0921,Serbia,RS
1669,Jaunpils,56.7314,23.0125,Latvia,LV
1670,Gulbene,57.1734,26.7527,Latvia,LV
1671,Ä¶egums,56.7455,24.725,Latvia,LV
1672,Madona,56.851,26.2184,Latvia,LV
1673,GospiÄ‡,44.5461,15.3747,Croatia,HR
1674,Rauna,57.3337,25.6085,Latvia,LV
1675,Ignalina,55.3406,26.1605,Lithuania,LT
1676,Priekule,56.4458,21.5939,Latvia,LV
1677,Burtnieki,57.6949,25.275,Latvia,LV
1678,Haddington,55.9333,-2.7667,United Kingdom,GB
1679,Kostel,45.5084,14.9101,Slovenia,SI
1680,MÅ«rmuiÅ¾a,57.4731,25.4917,Latvia,LV
1681,Hermansverk,61.1833,6.85,Norway,NO
1682,Prijepolje,43.3903,19.6506,Serbia,RS
1683,Aglona,56.1327,27.0068,Latvia,LV
1684,Kirkintilloch,55.9167,-4.1667,United Kingdom,GB
1685,NÄ«ca,56.3456,21.0646,Latvia,LV
1686,Valka,57.7767,26.0118,Latvia,LV
1687,Zilupe,56.386,28.1218,Latvia,LV
1688,AlÅ«ksne,57.4216,27.0466,Latvia,LV
1689,AknÄ«ste,56.1615,25.7482,Latvia,LV
1690,Vecumnieki,56.6061,24.5223,Latvia,LV
1691,StrenÄi,57.6269,25.6919,Latvia,LV
1692,Loja,57.1534,24.6433,Latvia,LV
1693,Skrunda,56.6775,22.0165,Latvia,LV
1694,LieÄ£i,56.5797,21.3338,Latvia,LV
1695,KÄrsava,56.7874,27.6732,Latvia,LV
1696,VarÄ—na,54.2155,24.5754,Lithuania,LT
1697,Jaunpiebalga,57.1775,26.0284,Latvia,LV
1698,RiebiÅ†i,56.3403,26.7999,Latvia,LV
1699,Jaunjelgava,56.6132,25.0832,Latvia,LV
1700,Dagda,56.0961,27.5328,Latvia,LV
1701,ViÄ¼aka,57.1843,27.6719,Latvia,LV
1702,Aloja,57.7672,24.8774,Latvia,LV
1703,Sjenica,43.2735,20.0004,Serbia,RS
1704,VaiÅ†ode,56.4185,21.8541,Latvia,LV
1705,Ä’rgÄ¼i,56.8988,25.6429,Latvia,LV
1706,Mazsalaca,57.8619,25.0547,Latvia,LV
1707,Stalbe,57.3708,25.0324,Latvia,LV
1708,KolaÅ¡in,42.8242,19.5225,Montenegro,ME
1709,Vecpiebalga,57.0618,25.8179,Latvia,LV
1710,Alsunga,56.9801,21.564,Latvia,LV
1711,DrabeÅ¡i,57.2433,25.2803,Latvia,LV
1712,VecvÄrkava,56.1984,26.5081,Latvia,LV
1713,LubÄna,56.9043,26.7161,Latvia,LV
1714,NaukÅ¡Ä“ni,57.8842,25.458,Latvia,LV
1715,Lochgilphead,56.0333,-5.4167,United Kingdom,GB
1716,Ape,57.5394,26.694,Latvia,LV
1717,Baltinava,56.9439,27.644,Latvia,LV
1718,Å½abljak,43.1547,19.1219,Montenegro,ME
1719,Dundaga,57.505,22.3504,Latvia,LV
1720,ViesÄ«te,56.3465,25.5581,Latvia,LV
1721,Nereta,56.2044,25.3077,Latvia,LV
1722,Cibla,56.5498,27.8837,Latvia,LV
1723,PÄvilosta,56.8898,21.1817,Latvia,LV
1724,Nova VaroÅ¡,43.46,19.8117,Serbia,RS
1725,RugÄji,57.0033,27.1337,Latvia,LV
1726,Bela Palanka,43.2196,22.314,Serbia,RS
1727,Rucava,56.164,21.1627,Latvia,LV
1728,Zgornje Jezersko,46.3833,14.4667,Slovenia,SI
1729,Å avnik,42.9564,19.0967,Montenegro,ME
1730,Crna Trava,42.8071,22.3247,Serbia,RS
1731,PluÅ¾ine,43.1528,18.8394,Montenegro,ME
1732,Bujanovac,42.4606,21.7666,Serbia,RS
1733,PreÅ¡evo,42.3071,21.65,Serbia,RS
1734,Torquay,50.45,-3.5,United Kingdom,GB
1735,ZelÃ«nodolâ€™sk,55.8406,48.655,Russia,RU
1736,Novoshakhtinsk,47.77,39.92,Russia,RU
1737,Tuapse,44.1148,39.0644,Russia,RU
1738,Votkinsk,57.0304,53.99,Russia,RU
1739,Serov,59.615,60.585,Russia,RU
1740,Balashov,51.5535,43.1631,Russia,RU
1741,Flensburg,54.7837,9.4333,Germany,DE
1742,Zheleznogorsk,52.3548,35.4044,Russia,RU
1743,Bolzano,46.5004,11.36,Italy,IT
1744,Novyy Urengoy,66.0833,76.6332,Russia,RU
1745,Nazranâ€™,43.233,44.783,Russia,RU
1746,Kineshma,57.47,42.13,Russia,RU
1747,Rosenheim,47.8503,12.1333,Germany,DE
1748,Bugulâ€™ma,54.5543,52.7943,Russia,RU
1749,Arezzo,43.4617,11.875,Italy,IT
1750,Novoaltaysk,53.3993,83.9588,Russia,RU
1751,Gatchina,59.5707,30.1333,Russia,RU
1752,Kirovo-Chepetsk,58.5544,50.0444,Russia,RU
1753,Yegorâ€™yevsk,55.3848,39.0294,Russia,RU
1754,NorrkÃ¶ping,58.5954,16.1787,Sweden,SE
1755,Yeysk,46.6988,38.2634,Russia,RU
1756,Buzuluk,52.7821,52.2618,Russia,RU
1757,Lorca,37.6886,-1.6985,Spain,ES
1758,ShchÃ«kino,54.0143,37.5143,Russia,RU
1759,Usolâ€™ye-Sibirskoye,52.765,103.645,Russia,RU
1760,Yurga,55.7258,84.8854,Russia,RU
1761,Anzhero-Sudzhensk,56.08,86.04,Russia,RU
1762,Izmayil,45.3503,28.8374,Ukraine,UA
1763,Wiener Neustadt,47.816,16.25,Austria,AT
1764,GieÃŸen,50.5837,8.65,Germany,DE
1765,Troitsk,54.1056,61.5702,Russia,RU
1766,Polatsk,55.4894,28.786,Belarus,BY
1767,BÃ©ziers,43.3505,3.21,France,FR
1768,Asbest,57.023,61.458,Russia,RU
1769,Klin,56.3431,36.6987,Russia,RU
1770,Vorkuta,67.5,64.01,Russia,RU
1771,Kropotkin,45.4471,40.5821,Russia,RU
1772,Shadrinsk,56.0837,63.6333,Russia,RU
1773,Kupâ€yansâ€™k,49.7218,37.5981,Ukraine,UA
1774,Marsala,37.8054,12.4387,Italy,IT
1775,Kamensk-Shakhtinskiy,48.3318,40.2518,Russia,RU
1776,AgrÃ­nio,38.6218,21.4077,Greece,GR
1777,Sundsvall,62.4001,17.3167,Sweden,SE
1778,Korostenâ€™,50.9504,28.65,Ukraine,UA
1779,Guadalajara,40.6337,-3.1666,Spain,ES
1780,Bourges,47.0837,2.4,France,FR
1781,Chusovoy,58.2934,57.813,Russia,RU
1782,ChalkÃ­da,38.464,23.6124,Greece,GR
1783,KalamÃ¡ta,37.0389,22.1142,Greece,GR
1784,Chernogorsk,53.8313,91.2227,Russia,RU
1785,Kovelâ€™,51.2171,24.7166,Ukraine,UA
1786,Asti,44.93,8.21,Italy,IT
1787,Volâ€™sk,52.0347,47.3743,Russia,RU
1788,Belogorsk,50.9191,128.4637,Russia,RU
1789,Ragusa,36.93,14.73,Italy,IT
1790,Tuymazy,54.6048,53.6943,Russia,RU
1791,Borisoglebsk,51.3687,42.0887,Russia,RU
1792,Deva,45.8833,22.9167,Romania,RO
1793,Ishim,56.1502,69.4498,Russia,RU
1794,Oktyabrâ€™skiy,52.6636,156.2387,Russia,RU
1795,Narva,59.3776,28.1603,Estonia,EE
1796,Apatity,67.5731,33.393,Russia,RU
1797,Aleksin,54.5143,37.0944,Russia,RU
1798,Kungur,57.4348,56.9543,Russia,RU
1799,Klintsy,52.7652,32.2448,Russia,RU
1800,Neryungri,56.674,124.7104,Russia,RU
1801,Leninogorsk,54.5987,52.4487,Russia,RU
1802,Lesosibirsk,58.2433,92.4833,Russia,RU
1803,Polevskoy,56.4434,60.188,Russia,RU
1804,Kumertau,52.7748,55.7843,Russia,RU
1805,BorÃ¥s,57.7304,12.92,Sweden,SE
1806,Krasnoturâ€™insk,59.7948,60.4848,Russia,RU
1807,Tikhoretsk,45.8531,40.1377,Russia,RU
1808,Svobodnyy,51.4062,128.1312,Russia,RU
1809,Rzhev,56.2574,34.3275,Russia,RU
1810,Novaya Balakhna,56.4943,43.5944,Russia,RU
1811,Belebey,54.1291,54.1187,Russia,RU
1812,Chistopolâ€™,55.3648,50.6407,Russia,RU
1813,Tikhvin,59.6448,33.5144,Russia,RU
1814,Labinsk,44.6348,40.7443,Russia,RU
1815,Iskitim,54.6509,83.2865,Russia,RU
1816,Benevento,41.1337,14.75,Italy,IT
1817,Vyksa,55.3247,42.1644,Russia,RU
1818,Pula,44.8687,13.8481,Croatia,HR
1819,Sibay,52.7091,58.6387,Russia,RU
1820,Stralsund,54.3004,13.1,Germany,DE
1821,Civitavecchia,42.1004,11.8,Italy,IT
1822,Coburg,50.2666,10.9666,Germany,DE
1823,Salâ€™sk,46.4775,41.542,Russia,RU
1824,Shuya,56.8543,41.3643,Russia,RU
1825,Zima,53.9331,102.0331,Russia,RU
1826,Crotone,39.0833,17.1233,Italy,IT
1827,Kotlas,61.2631,46.6631,Russia,RU
1828,Linares,38.0833,-3.6334,Spain,ES
1829,KavÃ¡la,40.9412,24.4018,Greece,GR
1830,Mikhaylovka,50.0679,43.2175,Russia,RU
1831,Solnechnogorsk,56.1807,36.9809,Russia,RU
1832,Arsenâ€™yev,44.1623,133.2823,Russia,RU
1833,Borovichi,58.3978,33.8974,Russia,RU
1834,Cheremkhovo,53.1588,103.0739,Russia,RU
1835,Roslavlâ€™,53.9509,32.8604,Russia,RU
1836,Hof,50.317,11.9167,Germany,DE
1837,Lesnoy,58.6436,59.7983,Russia,RU
1838,SÃ©rres,41.086,23.5497,Greece,GR
1839,Sayanogorsk,53.0894,91.4004,Russia,RU
1840,Gelendzhik,44.5748,38.0644,Russia,RU
1841,Vyazâ€™ma,55.2122,34.2918,Russia,RU
1842,Brive-la-Gaillarde,45.1504,1.5333,France,FR
1843,Krasnokamensk,50.0665,118.0265,Russia,RU
1844,Severomorsk,69.0731,33.4231,Russia,RU
1845,Vyshniy VolochÃ«k,57.583,34.5631,Russia,RU
1846,Buguruslan,53.663,52.433,Russia,RU
1847,KaterÃ­ni,40.2723,22.5025,Greece,GR
1848,AlexandroÃºpoli,40.8486,25.8744,Greece,GR
1849,Livny,52.4248,37.6044,Russia,RU
1850,Krasnokamsk,58.0747,55.7443,Russia,RU
1851,Siena,43.317,11.35,Italy,IT
1852,Tayshet,55.9277,97.9877,Russia,RU
1853,Nyaganâ€™,62.1465,65.3814,Russia,RU
1854,Kimry,56.8691,37.3444,Russia,RU
1855,Emden,53.3667,7.2167,Germany,DE
1856,Tulun,54.5653,100.5654,Russia,RU
1857,Kyshtym,55.7,60.5595,Russia,RU
1858,XÃ¡nthi,41.1418,24.8836,Greece,GR
1859,Passau,48.567,13.4666,Germany,DE
1860,Otradnyy,53.3778,51.3474,Russia,RU
1861,Monchegorsk,67.9291,32.8287,Russia,RU
1862,Ruzayevka,54.0643,44.9244,Russia,RU
1863,Verkhnyaya Salda,58.0502,60.5498,Russia,RU
1864,Slobodskoy,58.7185,50.188,Russia,RU
1865,Megion,61.0608,76.0953,Russia,RU
1866,Torzhok,57.0291,34.9787,Russia,RU
1867,Belaya Kalitva,48.1865,40.7861,Russia,RU
1868,Ã…lesund,62.5454,6.388,Norway,NO
1869,Gryazi,52.4948,39.9343,Russia,RU
1870,Mozhga,56.4548,52.1843,Russia,RU
1871,Amursk,50.2228,136.8974,Russia,RU
1872,Sandnes,58.8454,5.69,Norway,NO
1873,Safonovo,55.1465,33.2161,Russia,RU
1874,Alatyrâ€™,54.8504,46.6,Russia,RU
1875,Nadym,65.5298,72.5148,Russia,RU
1876,Pechora,65.1587,57.2087,Russia,RU
1877,Kohtla-JÃ¤rve,59.4,27.2833,Estonia,EE
1878,Spassk-Dalâ€™niy,44.6002,132.8198,Russia,RU
1879,Apsheronsk,44.4687,39.7287,Russia,RU
1880,Mozdok,43.7543,44.6544,Russia,RU
1881,Volkhov,59.9291,32.3387,Russia,RU
1882,Yefremov,53.1491,38.1215,Russia,RU
1883,Olbia,40.9143,9.5151,Italy,IT
1884,Shebekino,50.4144,36.8944,Russia,RU
1885,Chernyakhovsk,54.6316,21.8109,Russia,RU
1886,Parma,65.923,57.403,Russia,RU
1887,Strezhevoy,60.7332,77.5777,Russia,RU
1888,ArtÃ«movskiy,57.3652,61.8698,Russia,RU
1889,Kamenâ€™-na-Obi,53.7936,81.3388,Russia,RU
1890,Akhtubinsk,48.2787,46.1687,Russia,RU
1891,Zvolen,48.5837,19.1332,Slovakia,SK
1892,Roskilde,55.65,12.0833,Denmark,DK
1893,Timashevsk,45.6247,38.9444,Russia,RU
1894,Alapayevsk,57.8465,61.6915,Russia,RU
1895,Voznesensâ€™k,47.5504,31.3333,Ukraine,UA
1896,Novozybkov,52.5348,31.9449,Russia,RU
1897,Nizhneudinsk,54.8977,99.0277,Russia,RU
1898,Sovetsk,55.0718,21.882,Russia,RU
1899,Mariinsk,56.2108,87.7604,Russia,RU
1900,Krasnoufimsk,56.5991,57.7586,Russia,RU
1901,Partizansk,43.1349,133.1349,Russia,RU
1902,Sokol,59.4648,40.1144,Russia,RU
1903,Yemanzhelinsk,54.7489,61.2935,Russia,RU
1904,Lesozavodsk,45.4748,133.4298,Russia,RU
1905,Uryupinsk,50.7734,42.0031,Russia,RU
1906,Gay,51.4747,58.4543,Russia,RU
1907,Auxerre,47.8004,3.5666,France,FR
1908,LushnjÃ«,40.94,19.716,Albania,AL
1909,Zelenokumsk,44.4091,43.8787,Russia,RU
1910,Birsk,55.4244,55.5444,Russia,RU
1911,Frolovo,49.7722,43.6518,Russia,RU
1912,Haugesund,59.4119,5.2775,Norway,NO
1913,Mirnyy,62.54,113.9614,Russia,RU
1914,Luga,58.7363,29.839,Russia,RU
1915,Pogradec,40.9,20.664,Albania,AL
1916,Obâ€™,54.998,82.7077,Russia,RU
1917,Uray,60.1401,64.7548,Russia,RU
1918,Alekseyevka,50.6535,38.6931,Russia,RU
1919,Bogoroditsk,53.7747,38.1144,Russia,RU
1920,Tavda,58.0537,65.2583,Russia,RU
1921,BorlÃ¤nge,60.4833,15.4167,Sweden,SE
1922,Kirov,54.0852,34.3048,Russia,RU
1923,Vichuga,57.2191,41.9287,Russia,RU
1924,TÃ¸nsberg,59.264,10.421,Norway,NO
1925,Asha,54.998,57.2726,Russia,RU
1926,Gurâ€™yevsk,54.2981,85.9377,Russia,RU
1927,Millerovo,48.9379,40.3974,Russia,RU
1928,Uglich,57.5244,38.33,Russia,RU
1929,Tynda,55.1743,124.7076,Russia,RU
1930,Moss,59.437,10.6692,Norway,NO
1931,Kasimov,54.9435,41.3931,Russia,RU
1932,Serdobsk,52.4622,44.2218,Russia,RU
1933,Slantsy,59.1116,28.0747,Russia,RU
1934,Severouralâ€™sk,60.1565,59.9615,Russia,RU
1935,Blagodarnyy,45.1047,43.4344,Russia,RU
1936,Boyarka,70.767,97.5,Russia,RU
1937,Yalutorovsk,56.6736,66.2983,Russia,RU
1938,Valuyki,50.2091,38.0987,Russia,RU
1939,Sharâ€™ya,58.3798,45.5094,Russia,RU
1940,VÃ¡c,47.7837,19.1332,Hungary,HU
1941,Korsakov,46.6424,142.7775,Russia,RU
1942,Bezhetsk,57.7647,36.69,Russia,RU
1943,Kondopoga,62.2087,34.2887,Russia,RU
1944,Staraya Russa,57.9948,31.3544,Russia,RU
1945,Slavgorod,53.0049,78.6696,Russia,RU
1946,Vibo Valentia,38.6666,16.1,Italy,IT
1947,Verkhniy Ufaley,56.0663,60.2313,Russia,RU
1948,ZaozÃ«rnyy,55.962,94.7028,Russia,RU
1949,Schaffhausen,47.706,8.633,Switzerland,CH
1950,Rostov,57.1892,39.4043,Russia,RU
1951,Dyatâ€™kovo,53.5891,34.3392,Russia,RU
1952,Segezha,63.7548,34.3243,Russia,RU
1953,Velikiy Ustyug,60.7687,46.2987,Russia,RU
1954,Kholmsk,47.0473,142.0624,Russia,RU
1955,Omutninsk,58.6589,52.1592,Russia,RU
1956,Kudymkar,59.0162,54.633,Russia,RU
1957,Kristianstad,56.0337,14.1333,Sweden,SE
1958,Barabinsk,55.3573,78.3519,Russia,RU
1959,Gubakha,58.8691,57.5887,Russia,RU
1960,Sasovo,54.3491,41.9087,Russia,RU
1961,SkellefteÃ¥,64.7721,20.95,Sweden,SE
1962,Karpinsk,59.7602,60.0098,Russia,RU
1963,Mednogorsk,51.4191,57.5787,Russia,RU
1964,Borzya,50.3886,116.5186,Russia,RU
1965,Svetogorsk,61.1013,28.9177,Russia,RU
1966,Sovetskaya Gavanâ€™,48.9699,140.2749,Russia,RU
1967,Kirovsk,67.6091,33.6687,Russia,RU
1968,Sosnogorsk,63.5948,53.8943,Russia,RU
1969,Svendborg,55.0704,10.6167,Denmark,DK
1970,Karasuk,53.7273,78.0219,Russia,RU
1971,Kartaly,53.0474,60.6819,Russia,RU
1972,Zheleznogorsk-Ilimskiy,56.5762,104.1227,Russia,RU
1973,Kotelâ€™nich,58.3041,48.3137,Russia,RU
1974,Dalâ€™nerechensk,45.9273,133.7223,Russia,RU
1975,Nevâ€™yansk,57.4902,60.2148,Russia,RU
1976,Sion,46.239,7.354,Switzerland,CH
1977,Aleysk,52.4918,82.7777,Russia,RU
1978,Kolpashevo,58.3004,82.9954,Russia,RU
1979,Ã–rnskÃ¶ldsvik,63.318,18.7167,Sweden,SE
1980,Atkarsk,51.8765,44.9961,Russia,RU
1981,Solâ€™-Iletsk,51.1603,54.9999,Russia,RU
1982,Savonlinna,61.8666,28.8833,Finland,FI
1983,Nikolayevsk-na-Amure,53.1496,140.73,Russia,RU
1984,Asino,56.9931,86.1627,Russia,RU
1985,Zeya,53.75,127.2666,Russia,RU
1986,Tara,56.8982,74.3782,Russia,RU
1987,ChÃ­os,38.3681,26.1358,Greece,GR
1988,Pugachev,52.0148,48.7944,Russia,RU
1989,Okha,53.5739,142.9479,Russia,RU
1990,Bakal,54.9459,58.7959,Russia,RU
1991,Buy,58.4847,41.5244,Russia,RU
1992,Velâ€™sk,61.0674,42.0974,Russia,RU
1993,Krasnoarmeysk,51.0174,45.6974,Russia,RU
1994,Severobaykalâ€™sk,55.634,109.313,Russia,RU
1995,Lensk,60.7253,114.947,Russia,RU
1996,Ustâ€™-Kut,56.765,105.76,Russia,RU
1997,Nelidovo,56.2235,32.7731,Russia,RU
1998,Tatarsk,55.2219,75.9665,Russia,RU
1999,Bologoye,57.8722,34.0518,Russia,RU
2000,Topki,55.2802,85.6108,Russia,RU
2001,Aldan,58.603,125.3894,Russia,RU
2002,Frederikshavn,57.4337,10.5333,Denmark,DK
2003,GusinoozÃ«rsk,51.2808,106.5004,Russia,RU
2004,Kalachinsk,55.0487,74.5683,Russia,RU
2005,Bogotol,56.2165,89.5184,Russia,RU
2006,Dudinka,69.4182,86.225,Russia,RU
2007,Lâ€™gov,51.6948,35.2744,Russia,RU
2008,DubÄƒsari,47.2631,29.1608,Moldova,MD
2009,Inta,66.0374,60.1674,Russia,RU
2010,Tashtagol,52.7918,87.8677,Russia,RU
2011,GjÃ¸vik,60.8,10.7,Norway,NO
2012,Onega,63.9271,38.0771,Russia,RU
2013,Kemi,65.7333,24.5817,Finland,FI
2014,PÃ½rgos,37.6837,21.45,Greece,GR
2015,Kizel,59.0644,57.6343,Russia,RU
2016,Frauenfeld,47.568,9.108,Switzerland,CH
2017,Toguchin,55.2377,84.3777,Russia,RU
2018,VÃ¤nersborg,58.363,12.33,Sweden,SE
2019,Shimanovsk,52.0024,127.6975,Russia,RU
2020,Palatka,60.1,150.9,Russia,RU
2021,KrujÃ«,41.519,19.797,Albania,AL
2022,Isilâ€™kulâ€™,54.9287,71.2682,Russia,RU
2023,Petrovsk-Zabaykalâ€™skiy,51.2827,108.8327,Russia,RU
2024,Krasnouralâ€™sk,58.3515,60.0515,Russia,RU
2025,Mo i Rana,66.3166,14.1667,Norway,NO
2026,Cherepanovo,54.2336,83.3688,Russia,RU
2027,Rayevskiy,54.0674,54.9269,Russia,RU
2028,Narvik,68.3832,17.29,Norway,NO
2029,Yeniseysk,58.4515,92.1565,Russia,RU
2030,Bikin,46.8203,134.2649,Russia,RU
2031,Harstad,68.7879,16.5156,Norway,NO
2032,Ivdelâ€™,60.6936,60.4133,Russia,RU
2033,Kos,36.8937,27.2888,Greece,GR
2034,Uzhur,55.3292,89.8207,Russia,RU
2035,Polyarnyy,69.2052,33.4502,Russia,RU
2036,Slyudyanka,51.6538,103.6988,Russia,RU
2037,Kavalerovo,44.2702,135.0498,Russia,RU
2038,Vanino,49.0873,140.2425,Russia,RU
2039,Kyakhta,50.3527,106.4527,Russia,RU
2040,Kiruna,67.85,20.2166,Sweden,SE
2041,Abaza,52.669,90.0954,Russia,RU
2042,Kurtamysh,54.9087,64.4333,Russia,RU
2043,Sovetsk,57.5785,48.9581,Russia,RU
2044,Pallasovka,50.0477,46.8773,Russia,RU
2045,Plast,54.3685,60.8085,Russia,RU
2046,Nevelâ€™sk,46.6803,141.8699,Russia,RU
2047,Poronaysk,49.2416,143.085,Russia,RU
2048,Bellinzona,46.197,9.02,Switzerland,CH
2049,Akureyri,65.6666,-18.1,Iceland,IS
2050,Kamenka,53.1947,44.0444,Russia,RU
2051,Kupino,54.3592,77.2742,Russia,RU
2052,SpÃ¡rti,37.0737,22.4297,Greece,GR
2053,Nikolayevsk,50.0161,45.4261,Russia,RU
2054,Bodaybo,57.965,114.329,Russia,RU
2055,Nikelâ€™,69.4126,30.2188,Russia,RU
2056,Kodinsk,58.6981,99.1777,Russia,RU
2057,Gornyak,50.9881,81.4877,Russia,RU
2058,Aarau,47.39,8.034,Switzerland,CH
2059,Herisau,47.3833,9.2833,Switzerland,CH
2060,Burrel,41.626,20.016,Albania,AL
2061,Nerchinsk,52.009,116.5486,Russia,RU
2062,Kulunda,52.5827,78.9473,Russia,RU
2063,Udachnyy,66.4232,112.3965,Russia,RU
2064,Vyazemskiy,47.5328,134.7475,Russia,RU
2065,SarandÃ«,39.877,20,Albania,AL
2066,Mariestad,58.705,13.828,Sweden,SE
2067,Chegdomyn,51.1178,133.0241,Russia,RU
2068,Ustâ€™-Ordynskiy,52.833,104.7,Russia,RU
2069,Shilka,51.8706,116.0306,Russia,RU
2070,Ã‡orovodÃ«,40.5167,20.2333,Albania,AL
2071,Kemâ€™,64.9536,34.5684,Russia,RU
2072,Golyshmanovo,56.3819,68.3715,Russia,RU
2073,BollnÃ¤s,61.352,16.3666,Sweden,SE
2074,Kirensk,57.7857,108.1119,Russia,RU
2075,Uyar,55.8104,94.3153,Russia,RU
2076,Librazhd,41.2,20.3667,Albania,AL
2077,Uglegorsk,49.0833,142.0333,Russia,RU
2078,Mogocha,53.7333,119.7666,Russia,RU
2079,Nazyvayevsk,55.567,71.35,Russia,RU
2080,Porvoo,60.4004,25.666,Finland,FI
2081,Belomorsk,64.5252,34.7658,Russia,RU
2082,Cherlak,54.1605,74.82,Russia,RU
2083,Alta,69.9666,23.2417,Norway,NO
2084,Angra do HeroÃ­smo,38.6504,-27.2167,Portugal,PT
2085,Aleksandrovsk-Sakhalinskiy,50.8975,142.1561,Russia,RU
2086,Dolinsk,47.3504,142.8,Russia,RU
2087,TepelenÃ«,40.2833,20.0333,Albania,AL
2088,Killarney,52.0504,-9.5167,Ireland,IE
2089,Magdagachi,53.45,125.8,Russia,RU
2090,Severnyy,67.6083,64.1233,Russia,RU
2091,Gramsh,40.8667,20.2,Albania,AL
2092,Zmeinogorsk,51.1571,82.195,Russia,RU
2093,Aginskoye,51.1031,114.5228,Russia,RU
2094,Kirs,59.3138,52.2452,Russia,RU
2095,DelÃ©mont,47.37,7.345,Switzerland,CH
2096,Kargat,55.1959,80.2811,Russia,RU
2097,PÃ«rmet,40.234,20.352,Albania,AL
2098,Khilok,51.35,110.45,Russia,RU
2099,Taksimo,56.3315,114.89,Russia,RU
2100,Nogliki,51.8333,143.1667,Russia,RU
2101,RrÃ«shen,41.7833,19.8167,Albania,AL
2102,Skovorodino,53.9833,123.9167,Russia,RU
2103,Hammerfest,70.6613,23.688,Norway,NO
2104,Namsos,64.4833,11.5,Norway,NO
2105,SodankylÃ¤,67.4171,26.6,Finland,FI
2106,KemijÃ¤rvi,66.6667,27.4167,Finland,FI
2107,SiteÃ­a,35.2004,26.0986,Greece,GR
2108,Shannon,52.7038,-8.8641,Ireland,IE
2109,ErsekÃ«,40.3333,20.6833,Albania,AL
2110,Wick,58.4333,-3.0834,United Kingdom,GB
2111,Horta,38.5347,-28.6448,Portugal,PT
2112,PolÃ½gyros,40.381,23.453,Greece,GR
2113,SvolvÃ¦r,68.2333,14.5667,Norway,NO
2114,Finnsnes,69.2406,18.0086,Norway,NO
2115,Kirkenes,69.725,30.0516,Norway,NO
2116,RÃ¸rvik,64.868,11.2053,Norway,NO
2117,Donegal,54.65,-8.1167,Ireland,IE
2118,Progress,49.7504,129.6167,Russia,RU
2119,Obluchâ€™ye,49,131.0833,Russia,RU
2120,OlÃ«kminsk,60.5032,120.3926,Russia,RU
2121,Vilyuysk,63.7553,121.6248,Russia,RU
2122,Pokrovsk,61.4934,129.1272,Russia,RU
2123,Biryusinsk,55.9607,97.8144,Russia,RU
2124,Dombarovskiy,50.7546,59.54,Russia,RU
2125,Igrim,63.1933,64.4194,Russia,RU
2126,Shira,54.4914,89.9531,Russia,RU
2127,Ustâ€™-Nera,64.5666,143.2,Russia,RU
2128,Suntar,62.1444,117.6319,Russia,RU
2129,Olovyannaya,50.95,115.5666,Russia,RU
2130,Dalâ€™negorsk,44.5372,135.5172,Russia,RU
2131,Bajram Curri,42.3333,20.0833,Albania,AL
2132,KeflavÃ­k,64.0166,-22.5666,Iceland,IS
2133,Igarka,67.4671,86.5833,Russia,RU
2134,Susuman,62.7833,148.1668,Russia,RU
2135,Khandyga,62.666,135.6,Russia,RU
2136,Makarov,48.6337,142.8,Russia,RU
2137,PukÃ«,42.0333,19.8833,Albania,AL
2138,Verkhnevilyuysk,63.4457,120.3167,Russia,RU
2139,Selfoss,63.9334,-20.9969,Iceland,IS
2140,Umba,66.6814,34.3455,Russia,RU
2141,Tazovskiy,67.4667,78.7,Russia,RU
2142,Mundybash,53.2333,87.3167,Russia,RU
2143,Bilibino,68.0504,166.3333,Russia,RU
2144,Tiksi,71.6269,128.835,Russia,RU
2145,Vossevangen,60.63,6.441,Norway,NO
2146,Okhotsk,59.383,143.217,Russia,RU
2147,Tura,64.2833,100.25,Russia,RU
2148,Chernyshevskiy,63.0128,112.4714,Russia,RU
2149,ArtÃ«movsk,54.3487,93.4355,Russia,RU
2150,Ustâ€™-Kamchatsk,56.2135,162.435,Russia,RU
2151,Pevek,69.7008,170.3133,Russia,RU
2152,Turukhansk,65.8382,87.955,Russia,RU
2153,Bagdarin,54.4333,113.6,Russia,RU
2154,Sangar,63.9241,127.4739,Russia,RU
2155,Batagay,67.656,134.635,Russia,RU
2156,Omsukchan,62.5333,155.8,Russia,RU
2157,Novyy Uoyan,56.135,111.7339,Russia,RU
2158,Vitim,59.4515,112.5578,Russia,RU
2159,Teeli,51.0333,90.2333,Russia,RU
2160,Cherskiy,68.7501,161.33,Russia,RU
2161,Mezenâ€™,65.8522,44.24,Russia,RU
2162,Palana,59.084,159.95,Russia,RU
2163,Zyryanka,65.736,150.89,Russia,RU
2164,De-Kastri,51.4666,140.7833,Russia,RU
