number,city,lat,lng,country,countryCode
1,Moscow,55.7522,37.6155,Russia,RU
2,Paris,48.8667,2.3333,France,FR
3,London,51.5,-0.1167,United Kingdom,GB
4,Madrid,40.4,-3.6834,Spain,ES
5,Barcelona,41.3833,2.1834,Spain,ES
6,Saint Petersburg,59.939,30.316,Russia,RU
7,Berlin,52.5218,13.4015,Germany,DE
8,Rome,41.896,12.4833,Italy,IT
9,Athens,37.9833,23.7333,Greece,GR
10,Milan,45.47,9.205,Italy,IT
11,Stuttgart,48.78,9.2,Germany,DE
12,Frankfurt,50.1,8.675,Germany,DE
13,Lisbon,38.7227,-9.1449,Portugal,PT
14,Katowice,50.2604,19.02,Poland,PL
15,Kyiv,50.4334,30.5166,Ukraine,UA
16,Vienna,48.2,16.3666,Austria,AT
17,Mannheim,49.5004,8.47,Germany,DE
18,Birmingham,52.475,-1.92,United Kingdom,GB
19,Naples,40.84,14.245,Italy,IT
20,Manchester,53.5004,-2.248,United Kingdom,GB
21,Bucharest,44.4334,26.0999,Romania,RO
22,Minsk,53.9,27.5666,Belarus,BY
23,Hamburg,53.55,10,Germany,DE
24,Essen,51.45,7.0166,Germany,DE
25,Warsaw,52.25,21,Poland,PL
26,Budapest,47.5,19.0833,Hungary,HU
27,Turin,45.0704,7.67,Italy,IT
28,Leeds,53.83,-1.58,United Kingdom,GB
29,Florence,43.78,11.25,Italy,IT
30,Kharkiv,50,36.25,Ukraine,UA
31,Lyon,45.77,4.83,France,FR
32,The Hague,52.08,4.27,Netherlands,NL
33,Marseille,43.29,5.375,France,FR
34,Novosibirsk,55.03,82.96,Russia,RU
35,Porto,41.15,-8.62,Portugal,PT
36,Yekaterinburg,56.85,60.6,Russia,RU
37,Sheffield,53.3667,-1.5,United Kingdom,GB
38,Nizhniy Novgorod,56.333,44.0001,Russia,RU
39,Duisburg,51.43,6.75,Germany,DE
40,Munich,48.1299,11.575,Germany,DE
41,Stockholm,59.3508,18.0973,Sweden,SE
42,Geneva,46.21,6.14,Switzerland,CH
43,DÃ¼sseldorf,51.2204,6.78,Germany,DE
44,Sevilla,37.405,-5.98,Spain,ES
45,Sofia,42.6833,23.3167,Bulgaria,BG
46,Prague,50.0833,14.466,Czechia,CZ
47,Glasgow,55.8744,-4.2507,United Kingdom,GB
48,Samara,53.195,50.1513,Russia,RU
49,Omsk,54.99,73.4,Russia,RU
50,Helsinki,60.1756,24.9341,Finland,FI
51,Kazanâ€™,55.7499,49.1263,Russia,RU
52,ZÃ¼rich,47.38,8.55,Switzerland,CH
53,Belgrade,44.8186,20.468,Serbia,RS
54,Chelyabinsk,55.155,61.4387,Russia,RU
55,Copenhagen,55.6786,12.5635,Denmark,DK
56,Dublin,53.3331,-6.2489,Ireland,IE
57,Rostov-na-Donu,47.2346,39.7127,Russia,RU
58,Dnipro,48.48,35,Ukraine,UA
59,Lille,50.65,3.08,France,FR
60,Amsterdam,52.35,4.9166,Netherlands,NL
61,Ufa,54.79,56.04,Russia,RU
62,Rotterdam,51.92,4.48,Netherlands,NL
63,Cologne,50.93,6.95,Germany,DE
64,Tirana,41.3275,19.8189,Albania,AL
65,Oslo,59.9167,10.75,Norway,NO
66,Riga,56.95,24.1,Latvia,LV
67,Zagreb,45.8,16,Croatia,HR
68,Sarajevo,43.85,18.383,Bosnia And Herzegovina,BA
69,Chisinau,47.005,28.8577,Moldova,MD
70,Vilnius,54.6834,25.3166,Lithuania,LT
71,Bratislava,48.15,17.117,Slovakia,SK
72,Tallinn,59.4339,24.728,Estonia,EE
73,Valletta,35.8997,14.5147,Malta,MT
74,Ljubljana,46.0553,14.515,Slovenia,SI
75,Bern,46.9167,7.467,Switzerland,CH
76,ReykjavÃ­k,64.15,-21.95,Iceland,IS
77,Podgorica,42.466,19.2663,Montenegro,ME
78,Luxembourg,49.6117,6.13,Luxembourg,LU
79,Andorra la Vella,42.5,1.5165,Andorra,AD
80,Monaco,43.7396,7.4069,Monaco,MC
81,Vaduz,47.1337,9.5167,Liechtenstein,LI
82,San Marino,43.9172,12.4667,San Marino,SM
83,Permâ€™,58,56.25,Russia,RU
84,Odesa,46.49,30.71,Ukraine,UA
85,Donetsâ€™k,48,37.83,Ukraine,UA
86,Volgograd,48.71,44.5,Russia,RU
87,Salerno,40.6804,14.7699,Italy,IT
88,Nice,43.715,7.265,France,FR
89,Krasnoyarsk,56.014,92.866,Russia,RU
90,Newcastle upon Tyne,55.0004,-1.6,United Kingdom,GB
91,Bilbao,43.25,-2.93,Spain,ES
92,Palermo,38.125,13.35,Italy,IT
93,Caerdydd,51.5,-3.225,United Kingdom,GB
94,Toulouse,43.62,1.4499,France,FR
95,Voronezh,51.73,39.27,Russia,RU
96,Saratov,51.58,46.03,Russia,RU
97,Basel,47.5804,7.59,Switzerland,CH
98,ThessalonÃ­ki,40.6961,22.885,Greece,GR
99,Braga,41.555,-8.4213,Portugal,PT
100,Nottingham,52.9703,-1.17,United Kingdom,GB
101,Liverpool,53.416,-2.918,United Kingdom,GB
102,Valencia,39.485,-0.4,Spain,ES
103,Lâ€™viv,49.835,24.03,Ukraine,UA
104,Bordeaux,44.85,-0.595,France,FR
105,Zaporizhzhya,47.8573,35.1768,Ukraine,UA
106,Wuppertal,51.25,7.17,Germany,DE
107,SaarbrÃ¼cken,49.2504,6.97,Germany,DE
108,ÅÃ³dÅº,51.775,19.4514,Poland,PL
109,KrakÃ³w,50.06,19.96,Poland,PL
110,GdaÅ„sk,54.36,18.64,Poland,PL
111,Nuremberg,49.45,11.08,Germany,DE
112,Bremen,53.08,8.8,Germany,DE
113,Hannover,52.367,9.7167,Germany,DE
114,Tolâ€™yatti,53.4804,49.53,Russia,RU
115,Bonn,50.7205,7.08,Germany,DE
116,Catania,37.5,15.08,Italy,IT
117,Bytom,50.35,18.91,Poland,PL
118,Kryvyy Rih,47.9283,33.345,Ukraine,UA
119,Krasnodar,45.02,39,Russia,RU
120,Zaragoza,41.65,-0.89,Spain,ES
121,Genoa,44.41,8.93,Italy,IT
122,Ulâ€™yanovsk,54.33,48.41,Russia,RU
123,Utrecht,52.1003,5.12,Netherlands,NL
124,WrocÅ‚aw,51.1104,17.03,Poland,PL
125,Izhevsk,56.85,53.23,Russia,RU
126,PoznaÅ„,52.4058,16.8999,Poland,PL
127,Southend-on-Sea,51.55,0.72,United Kingdom,GB
128,Dresden,51.05,13.75,Germany,DE
129,Wiesbaden,50.0804,8.25,Germany,DE
130,Yaroslavlâ€™,57.62,39.87,Russia,RU
131,Barnaul,53.355,83.745,Russia,RU
132,Dortmund,51.53,7.45,Germany,DE
133,Vladivostok,43.13,131.91,Russia,RU
134,Irkutsk,52.32,104.245,Russia,RU
135,Khabarovsk,48.455,135.12,Russia,RU
136,Makhachkala,42.98,47.5,Russia,RU
137,Bristol,51.45,-2.5833,United Kingdom,GB
138,Orenburg,51.78,55.11,Russia,RU
139,MÃ¡laga,36.7204,-4.42,Spain,ES
140,Leipzig,51.3354,12.41,Germany,DE
141,Novokuznetsk,53.75,87.115,Russia,RU
142,GÃ¶teborg,57.75,12,Sweden,SE
143,Tomsk,56.495,84.975,Russia,RU
144,Rouen,49.4304,1.08,France,FR
145,Ryazanâ€™,54.62,39.72,Russia,RU
146,Tyumenâ€™,57.14,65.53,Russia,RU
147,Lipetsk,52.62,39.64,Russia,RU
148,Penza,53.18,45,Russia,RU
149,Mykolayiv,46.9677,31.9843,Ukraine,UA
150,Gliwice,50.3304,18.67,Poland,PL
151,Edinburgh,55.9483,-3.2191,United Kingdom,GB
152,Brighton,50.8303,-0.17,United Kingdom,GB
153,Astrakhanâ€™,46.3487,48.055,Russia,RU
154,Bradford,53.8,-1.75,United Kingdom,GB
155,Bari,41.1142,16.8728,Italy,IT
156,Tula,54.2,37.6299,Russia,RU
157,Bologna,44.5004,11.34,Italy,IT
158,Mariupolâ€™,47.0962,37.5562,Ukraine,UA
159,Homyelâ€™,52.43,31,Belarus,BY
160,Ostrava,49.8304,18.25,Czechia,CZ
161,Kemerovo,55.34,86.09,Russia,RU
162,Piraeus,37.95,23.7,Greece,GR
163,Naberezhnyye Chelny,55.7,52.3199,Russia,RU
164,Leicester,52.63,-1.1332,United Kingdom,GB
165,Kirov,58.5901,49.67,Russia,RU
166,Sunderland,54.92,-1.38,United Kingdom,GB
167,Luhansâ€™k,48.5698,39.3344,Ukraine,UA
168,Belfast,54.6,-5.96,United Kingdom,GB
169,Cheboksary,56.13,47.25,Russia,RU
170,Portsmouth,50.8003,-1.08,United Kingdom,GB
171,Strasbourg,48.58,7.75,France,FR
172,Nantes,47.2104,-1.59,France,FR
173,Kaliningrad,54.7,20.4973,Russia,RU
174,Bryansk,53.26,34.43,Russia,RU
175,Bournemouth,50.73,-1.9,United Kingdom,GB
176,Heidelberg,49.42,8.7,Germany,DE
177,Ivanovo,57.01,41.01,Russia,RU
178,Middlesbrough,54.5804,-1.23,United Kingdom,GB
179,Magnitogorsk,53.4227,58.98,Russia,RU
180,Kursk,51.74,36.19,Russia,RU
181,Metz,49.1203,6.18,France,FR
182,Szczecin,53.4204,14.53,Poland,PL
183,Murcia,37.98,-1.13,Spain,ES
184,Tverâ€™,56.86,35.89,Russia,RU
185,Surgut,61.2599,73.425,Russia,RU
186,Khmelâ€™nytsâ€™kyy,49.4249,27.0015,Ukraine,UA
187,Eindhoven,51.43,5.5,Netherlands,NL
188,Horlivka,48.2996,38.0547,Ukraine,UA
189,Stoke-on-Trent,53.0004,-2.18,United Kingdom,GB
190,Grenoble,45.1804,5.72,France,FR
191,Granada,37.165,-3.585,Spain,ES
192,Brno,49.2004,16.61,Czechia,CZ
193,Coventry,52.4204,-1.5,United Kingdom,GB
194,Southampton,50.9,-1.4,United Kingdom,GB
195,Nizhniy Tagil,57.92,59.975,Russia,RU
196,Vigo,42.22,-8.73,Spain,ES
197,Las Palmas de Gran Canaria,28.1,-15.43,Spain,ES
198,Karlsruhe,49,8.4,Germany,DE
199,Makiyivka,48.0297,37.9746,Ukraine,UA
200,Palma,39.5743,2.6542,Spain,ES
201,Kaunas,54.9504,23.88,Lithuania,LT
202,A CoruÃ±a,43.33,-8.42,Spain,ES
203,Reading,51.47,-0.98,United Kingdom,GB
204,Mahilyow,53.8985,30.3247,Belarus,BY
205,Bydgoszcz,53.1204,18.01,Poland,PL
206,Vladikavkaz,43.0504,44.67,Russia,RU
207,Stavropolâ€™,45.05,41.98,Russia,RU
208,Ulan-Ude,51.825,107.625,Russia,RU
209,Lublin,51.2504,22.5727,Poland,PL
210,Augsburg,48.35,10.9,Germany,DE
211,Toulon,43.1342,5.9188,France,FR
212,Donostia,43.3204,-1.98,Spain,ES
213,Arkhangelâ€™sk,64.575,40.545,Russia,RU
214,Vinnytsya,49.2254,28.4816,Ukraine,UA
215,Haarlem,52.3804,4.63,Netherlands,NL
216,Linz,48.3192,14.2888,Austria,AT
217,Verona,45.4404,10.99,Italy,IT
218,Belgorod,50.63,36.5999,Russia,RU
219,Kurgan,55.46,65.345,Russia,RU
220,Vitsyebsk,55.1887,30.1853,Belarus,BY
221,Plovdiv,42.154,24.754,Bulgaria,BG
222,Kaluga,54.5204,36.27,Russia,RU
223,Santa Cruz de Tenerife,28.47,-16.25,Spain,ES
224,GijÃ³n,43.53,-5.67,Spain,ES
225,OrÃ«l,52.97,36.07,Russia,RU
226,Bielefeld,52.03,8.53,Germany,DE
227,Sochi,43.59,39.73,Russia,RU
228,Montpellier,43.6104,3.87,France,FR
229,IaÅŸi,47.1683,27.5749,Romania,RO
230,Yoshkar-Ola,56.6354,47.8749,Russia,RU
231,Volzhskiy,48.7948,44.7744,Russia,RU
232,Valladolid,41.65,-4.75,Spain,ES
233,CÃ³rdoba,37.88,-4.77,Spain,ES
234,Smolensk,54.7827,32.0473,Russia,RU
235,Podolâ€™sk,55.3804,37.5299,Russia,RU
236,Kherson,46.6325,32.6007,Ukraine,UA
237,Murmansk,68.97,33.1,Russia,RU
238,Vladimir,56.13,40.4099,Russia,RU
239,Poltava,49.574,34.5703,Ukraine,UA
240,Hrodna,53.6779,23.8341,Belarus,BY
241,Cluj-Napoca,46.7884,23.5984,Romania,RO
242,Alicante,38.3512,-0.4836,Spain,ES
243,TimiÅŸoara,45.7588,21.2234,Romania,RO
244,Pescara,42.4554,14.2187,Italy,IT
245,Gdynia,54.5204,18.53,Poland,PL
246,Varna,43.2156,27.8953,Bulgaria,BG
247,Koblenz,50.3505,7.6,Germany,DE
248,Cherepovets,59.1404,37.91,Russia,RU
249,GalaÅ£i,45.4559,28.0459,Romania,RO
250,BraÅŸov,45.6475,25.6072,Romania,RO
251,Chita,52.055,113.465,Russia,RU
252,Nalâ€™chik,43.4981,43.6179,Russia,RU
253,Chernihiv,51.5049,31.3015,Ukraine,UA
254,Craiova,44.3263,23.8259,Romania,RO
255,ConstanÅ£a,44.2027,28.61,Romania,RO
256,Saransk,54.1704,45.18,Russia,RU
257,Chemnitz,50.83,12.92,Germany,DE
258,Kingston upon Hull,53.7504,-0.33,United Kingdom,GB
259,Tambov,52.73,41.43,Russia,RU
260,Brest,52.1,23.7,Belarus,BY
261,Chernivtsi,48.3053,25.9216,Ukraine,UA
262,Cherkasy,49.4347,32.0709,Ukraine,UA
263,Vologda,59.21,39.92,Russia,RU
264,Sumy,50.9243,34.7809,Ukraine,UA
265,Abertawe,51.63,-3.95,United Kingdom,GB
266,BiaÅ‚ystok,53.1504,23.17,Poland,PL
267,Cagliari,39.2224,9.104,Italy,IT
268,Kassel,51.3,9.5,Germany,DE
269,CÃ¡diz,36.535,-6.225,Spain,ES
270,Zhytomyr,50.2456,28.6622,Ukraine,UA
271,Taganrog,47.23,38.92,Russia,RU
272,Kostroma,57.77,40.94,Russia,RU
273,Komsomolâ€™sk-na-Amure,50.555,137.02,Russia,RU
274,Prokopâ€™yevsk,53.9,86.71,Russia,RU
275,Pamplona,42.82,-1.65,Spain,ES
276,Blackpool,53.8304,-3.05,United Kingdom,GB
277,Venice,45.4387,12.335,Italy,IT
278,MÃ¼nster,51.9704,7.62,Germany,DE
279,Kiel,54.3304,10.13,Germany,DE
280,MalmÃ¶,55.5833,13.0333,Sweden,SE
281,Nancy,48.6837,6.2,France,FR
282,Sterlitamak,53.63,55.96,Russia,RU
283,Lausanne,46.5304,6.65,Switzerland,CH
284,Saint-Ã‰tienne,45.4304,4.38,France,FR
285,Petrozavodsk,61.85,34.28,Russia,RU
286,Graz,47.0778,15.41,Austria,AT
287,Tampere,61.5,23.75,Finland,FI
288,Dzerzhinsk,56.2504,43.46,Russia,RU
289,Rivne,50.6166,26.2528,Ukraine,UA
290,Freiburg im Breisgau,48.0004,7.8699,Germany,DE
291,Messina,38.2005,15.55,Italy,IT
292,Caserta,41.06,14.3374,Italy,IT
293,Como,45.81,9.08,Italy,IT
294,NiÅ¡,43.3304,21.9,Serbia,RS
295,Lucerne,47.0504,8.28,Switzerland,CH
296,Kropyvnytsâ€™kyy,48.5041,32.2603,Ukraine,UA
297,Melun,48.5333,2.6666,France,FR
298,Miskolc,48.1004,20.78,Hungary,HU
299,Plymouth,50.3854,-4.16,United Kingdom,GB
300,Orsk,51.21,58.6273,Russia,RU
301,Bratsk,56.157,101.615,Russia,RU
302,RzeszÃ³w,50.0705,22,Poland,PL
303,Nizhnevartovsk,60.935,76.58,Russia,RU
304,Ternopilâ€™,49.536,25.5821,Ukraine,UA
305,Braunschweig,52.25,10.5,Germany,DE
306,Angarsk,52.56,103.92,Russia,RU
307,Le Havre,49.505,0.105,France,FR
308,Novorossiysk,44.73,37.7699,Russia,RU
309,Ivano-Frankivsâ€™k,48.9348,24.7094,Ukraine,UA
310,FÃ¼rth,49.47,11,Germany,DE
311,Aarhus,56.1572,10.2107,Denmark,DK
312,KoÅ¡ice,48.7304,21.25,Slovakia,SK
313,Tours,47.3804,0.6999,France,FR
314,Luton,51.8804,-0.42,United Kingdom,GB
315,Oviedo,43.3505,-5.83,Spain,ES
316,Yakutsk,62.035,129.735,Russia,RU
317,LÃ¼beck,53.8704,10.67,Germany,DE
318,Nizhnekamsk,55.6404,51.82,Russia,RU
319,Clermont-Ferrand,45.78,3.08,France,FR
320,Kremenchuk,49.0835,33.4296,Ukraine,UA
321,PloieÅŸti,44.9469,26.0365,Romania,RO
322,Debrecen,47.5305,21.63,Hungary,HU
323,OsnabrÃ¼ck,52.2804,8.05,Germany,DE
324,Syktyvkar,61.66,50.82,Russia,RU
325,Magdeburg,52.1304,11.62,Germany,DE
326,Noginsk,55.8704,38.48,Russia,RU
327,Noginsk,64.4833,91.2333,Russia,RU
328,Staryy Oskol,51.3004,37.84,Russia,RU
329,Groznyy,43.3187,45.6987,Russia,RU
330,Kolpino,59.73,30.65,Russia,RU
331,Novi Sad,45.2504,19.8499,Serbia,RS
332,Vitoria-Gasteiz,42.85,-2.67,Spain,ES
333,Banja Luka,44.7804,17.18,Bosnia And Herzegovina,BA
334,Shakhty,47.7204,40.27,Russia,RU
335,Blagoveshchensk,50.2666,127.5333,Russia,RU
336,Babruysk,53.1266,29.1928,Belarus,BY
337,Velikiy Novgorod,58.5,31.33,Russia,RU
338,Potsdam,52.4004,13.07,Germany,DE
339,OrlÃ©ans,47.9004,1.9,France,FR
340,Rybinsk,58.0503,38.82,Russia,RU
341,Groningen,53.2204,6.58,Netherlands,NL
342,Trieste,45.6504,13.8,Italy,IT
343,Kielce,50.8904,20.66,Poland,PL
344,Mulhouse,47.7504,7.35,France,FR
345,Biysk,52.5341,85.18,Russia,RU
346,Split,43.5204,16.47,Croatia,HR
347,Oradea,47.05,21.92,Romania,RO
348,Lutsâ€™k,50.7472,25.3334,Ukraine,UA
349,Bergen,60.391,5.3245,Norway,NO
350,BrÄƒila,45.292,27.969,Romania,RO
351,Rennes,48.1,-1.67,France,FR
352,Santander,43.3805,-3.8,Spain,ES
353,Salzburg,47.8105,13.04,Austria,AT
354,Funchal,32.65,-16.88,Portugal,PT
355,Pisa,43.7205,10.4,Italy,IT
356,Erfurt,50.9701,11.03,Germany,DE
357,Rostock,54.0704,12.15,Germany,DE
358,Taranto,40.5084,17.23,Italy,IT
359,Pskov,57.83,28.3299,Russia,RU
360,Cartagena,37.6004,-0.98,Spain,ES
361,Bergamo,45.7004,9.67,Italy,IT
362,BacÄƒu,46.5784,26.9196,Romania,RO
363,Balakovo,52.03,47.8,Russia,RU
364,Armavir,45.0004,41.13,Russia,RU
365,Bila Tserkva,49.7743,30.1309,Ukraine,UA
366,Reims,49.2504,4.03,France,FR
367,Engelâ€™s,51.5004,46.12,Russia,RU
368,Burgas,42.5146,27.4746,Bulgaria,BG
369,Severodvinsk,64.57,39.83,Russia,RU
370,Oxford,51.7704,-1.25,United Kingdom,GB
371,KlaipÄ—da,55.7204,21.1199,Lithuania,LT
372,Zlatoust,55.175,59.65,Russia,RU
373,Norwich,52.6304,1.3,United Kingdom,GB
374,Caen,49.1838,-0.35,France,FR
375,Aberdeen,57.1704,-2.08,United Kingdom,GB
376,Syzranâ€™,53.17,48.48,Russia,RU
377,Cork,51.8986,-8.4958,Ireland,IE
378,Angers,47.48,-0.53,France,FR
379,Szeged,46.2504,20.15,Hungary,HU
380,Petropavlovsk-Kamchatskiy,53.062,158.623,Russia,RU
381,Olsztyn,53.8,20.48,Poland,PL
382,PÃ©cs,46.0804,18.22,Hungary,HU
383,Marbella,36.5166,-4.8833,Spain,ES
384,Mainz,49.9825,8.2732,Germany,DE
385,Ruse,43.8537,25.9733,Bulgaria,BG
386,Kramatorsâ€™k,48.7194,37.5344,Ukraine,UA
387,MatarÃ³,41.54,2.45,Spain,ES
388,Kamensk-Uralâ€™skiy,56.4205,61.935,Russia,RU
389,CastellÃ³n de la Plana,39.9704,-0.05,Spain,ES
390,Reggio di Calabria,38.115,15.6414,Italy,IT
391,AlmerÃ­a,36.8303,-2.43,Spain,ES
392,Treviso,45.67,12.24,Italy,IT
393,NyÃ­regyhÃ¡za,47.9653,21.7187,Hungary,HU
394,Yuzhno-Sakhalinsk,46.965,142.74,Russia,RU
395,Turku,60.4539,22.255,Finland,FI
396,Modena,44.65,10.92,Italy,IT
397,Stavanger,58.97,5.68,Norway,NO
398,Ulm,48.4004,10,Germany,DE
399,Kragujevac,44.02,20.92,Serbia,RS
400,PiteÅŸti,44.8563,24.8758,Romania,RO
401,Rijeka,45.33,14.45,Croatia,HR
402,Burgos,42.3504,-3.68,Spain,ES
403,ÄŒaÄak,43.8897,20.3301,Serbia,RS
404,Dijon,47.3304,5.03,France,FR
405,NÃ®mes,43.8304,4.35,France,FR
406,Arad,46.17,21.32,Romania,RO
407,Baranavichy,53.1368,26.0134,Belarus,BY
408,WÃ¼rzburg,49.8004,9.95,Germany,DE
409,Berezniki,59.42,56.76,Russia,RU
410,Volgodonsk,47.51,42.1599,Russia,RU
411,Miass,54.9954,60.0949,Russia,RU
412,Oldenburg,53.13,8.22,Germany,DE
413,Abakan,53.7037,91.445,Russia,RU
414,Novocherkassk,47.42,40.08,Russia,RU
415,Parma,44.8104,10.32,Italy,IT
416,Norilâ€™sk,69.34,88.225,Russia,RU
417,Elbasan,41.1215,20.0838,Albania,AL
418,Zenica,44.22,17.92,Bosnia And Herzegovina,BA
419,Regensburg,49.0204,12.12,Germany,DE
420,PlzeÅˆ,49.7404,13.36,Czechia,CZ
421,PÃ¡tra,38.23,21.73,Greece,GR
422,Ingolstadt,48.7704,11.45,Germany,DE
423,Mostar,43.3505,17.82,Bosnia And Herzegovina,BA
424,Lecce,40.3604,18.15,Italy,IT
425,Salamanca,40.9704,-5.67,Spain,ES
426,Rubtsovsk,51.52,81.21,Russia,RU
427,Salavat,53.3703,55.93,Russia,RU
428,Nakhodka,42.8374,132.8874,Russia,RU
429,Nakhodka,67.7504,77.52,Russia,RU
430,York,53.9704,-1.08,United Kingdom,GB
431,Maykop,44.61,40.12,Russia,RU
432,Odense,55.4004,10.3833,Denmark,DK
433,Albacete,39.0003,-1.87,Spain,ES
434,Melitopolâ€™,46.8378,35.3775,Ukraine,UA
435,Ussuriysk,43.8,132.02,Russia,RU
436,Tiraspol,46.8531,29.64,Moldova,MD
437,Livorno,43.5511,10.3023,Italy,IT
438,ShkodÃ«r,42.0685,19.5188,Albania,AL
439,Sibiu,45.7971,24.1371,Romania,RO
440,Horad Barysaw,54.226,28.4922,Belarus,BY
441,Innsbruck,47.2804,11.41,Austria,AT
442,Foggia,41.4605,15.56,Italy,IT
443,Kovrov,56.3604,41.33,Russia,RU
444,Novokuybyshevsk,53.12,49.9199,Russia,RU
445,Limoges,45.83,1.25,France,FR
446,Dundee,56.4704,-3,United Kingdom,GB
447,BÄƒlÅ£i,47.7591,27.9053,Moldova,MD
448,Uzhhorod,48.63,22.25,Ukraine,UA
449,TÃ¢rgu-MureÅŸ,46.5582,24.5578,Romania,RO
450,Perugia,43.1104,12.39,Italy,IT
451,Kolomna,55.08,38.785,Russia,RU
452,Trondheim,63.4167,10.4167,Norway,NO
453,Aix-en-Provence,43.52,5.45,France,FR
454,Perpignan,42.7,2.9,France,FR
455,Biarritz,43.4733,-1.5616,France,FR
456,Brest,48.3904,-4.495,France,FR
457,Le Mans,48.0004,0.1,France,FR
458,Tuzla,44.5505,18.68,Bosnia And Herzegovina,BA
459,SzÃ©kesfehÃ©rvÃ¡r,47.1947,18.4081,Hungary,HU
460,Huelva,37.2504,-6.9299,Spain,ES
461,Ipswich,52.0703,1.17,United Kingdom,GB
462,LogroÃ±o,42.4704,-2.43,Spain,ES
463,Stara Zagora,42.4231,25.6227,Bulgaria,BG
464,Amiens,49.9004,2.3,France,FR
465,Pyatigorsk,44.08,43.09,Russia,RU
466,Arzamas,55.4,43.8,Russia,RU
467,DurrÃ«s,41.3178,19.4482,Albania,AL
468,Arnhem,51.988,5.923,Netherlands,NL
469,Ciudad de Melilla,35.3,-2.95,Spain,ES
470,Alâ€™metâ€™yevsk,54.9004,52.3199,Russia,RU
471,Orekhovo-Zuyevo,55.82,38.98,Russia,RU
472,Peterborough,52.5804,-0.25,United Kingdom,GB
473,Badajoz,38.8804,-6.97,Spain,ES
474,GÃ¶ttingen,51.5204,9.92,Germany,DE
475,Bremerhaven,53.5504,8.58,Germany,DE
476,IrÃ¡kleio,35.325,25.1305,Greece,GR
477,Oulu,65,25.47,Finland,FI
478,Baia Mare,47.6595,23.5791,Romania,RO
479,LeÃ³n,42.58,-5.57,Spain,ES
480,GyÅ‘r,47.7004,17.63,Hungary,HU
481,Serpukhov,54.9304,37.43,Russia,RU
482,Orsha,54.5153,30.4215,Belarus,BY
483,Ravenna,44.4204,12.22,Italy,IT
484,â€™s-Hertogenbosch,51.6833,5.3167,Netherlands,NL
485,Nevinnomyssk,44.6201,41.95,Russia,RU
486,Pervouralâ€™sk,56.91,59.955,Russia,RU
487,Å iauliai,55.9386,23.325,Lithuania,LT
488,Uppsala,59.8601,17.64,Sweden,SE
489,Kislovodsk,43.91,42.72,Russia,RU
490,Dimitrovgrad,54.2504,49.56,Russia,RU
491,Opole,50.685,17.9313,Poland,PL
492,Murom,55.5704,42.04,Russia,RU
493,Ferrara,44.8504,11.6099,Italy,IT
494,Novomoskovsk,54.09,38.22,Russia,RU
495,BuzÄƒu,45.1565,26.8065,Romania,RO
496,Pinsk,52.1279,26.0941,Belarus,BY
497,Nikopolâ€™,47.5666,34.4062,Ukraine,UA
498,LÃ¡risa,39.6304,22.42,Greece,GR
499,Kamyshin,50.0804,45.4,Russia,RU
500,Cambridge,52.2004,0.1166,United Kingdom,GB
501,BesanÃ§on,47.23,6.03,France,FR
502,ElblÄ…g,54.19,19.4027,Poland,PL
503,PanevÄ—Å¾ys,55.74,24.37,Lithuania,LT
504,Neftekamsk,56.0835,54.2631,Russia,RU
505,Tarragona,41.1204,1.25,Spain,ES
506,Leeuwarden,53.2504,5.7834,Netherlands,NL
507,ZlÃ­n,49.2304,17.65,Czechia,CZ
508,Lysychansâ€™k,48.9204,38.4274,Ukraine,UA
509,Drohobych,49.3444,23.4994,Ukraine,UA
510,Siracusa,37.0704,15.29,Italy,IT
511,Maastricht,50.853,5.677,Netherlands,NL
512,Aalborg,57.0337,9.9166,Denmark,DK
513,Sassari,40.73,8.57,Italy,IT
514,Udine,46.07,13.24,Italy,IT
515,Pleven,43.4238,24.6134,Bulgaria,BG
516,Zielona GÃ³ra,51.9504,15.5,Poland,PL
517,Berdyansâ€™k,46.7568,36.7868,Ukraine,UA
518,Ourense,42.33,-7.87,Spain,ES
519,SetÃºbal,38.53,-8.9,Portugal,PT
520,Achinsk,56.27,90.5,Russia,RU
521,Vyborg,60.7039,28.7549,Russia,RU
522,JaÃ©n,37.7704,-3.8,Spain,ES
523,Nizhyn,51.0541,31.8903,Ukraine,UA
524,Cherkessk,44.2904,42.06,Russia,RU
525,Yelets,52.58,38.5,Russia,RU
526,BotoÅŸani,47.7484,26.6597,Romania,RO
527,Kamâ€yanetsâ€™-Podilâ€™sâ€™kyy,48.6843,26.5809,Ukraine,UA
528,Maribor,46.5405,15.65,Slovenia,SI
529,KecskemÃ©t,46.9,19.7,Hungary,HU
530,Tobolâ€™sk,58.1998,68.2648,Russia,RU
531,SÃ¸rum,59.9135,11.3472,Norway,NO
532,Exeter,50.7004,-3.53,United Kingdom,GB
533,Nefteyugansk,61.0777,72.7027,Russia,RU
534,Satu Mare,47.792,22.885,Romania,RO
535,Mazyr,52.046,29.2722,Belarus,BY
536,Zwolle,52.524,6.097,Netherlands,NL
537,Daugavpils,55.88,26.51,Latvia,LV
538,Algeciras,36.1267,-5.4665,Spain,ES
539,VÃ³los,39.37,22.95,Greece,GR
540,Noyabrâ€™sk,63.1665,75.6165,Russia,RU
541,Bataysk,47.1368,39.7449,Russia,RU
542,Szombathely,47.2253,16.6287,Hungary,HU
543,Szolnok,47.1864,20.1794,Hungary,HU
